name,position_error,angle_error,normalized_position_error,normalized_angle_error,num_aircrafts_for_normalization,number_of_missed_aircrafts,intersection_distances,distances_from_red_aircraft,num_aircrafts
./7538467423/Task_1_5_7.json,368.3088204323247,206.07201680168708,61.38480340538745,34.345336133614516,6,0,0.0,0.0,6
./7538467423/Task_1_5_8_secondary.json,135.4549360031136,197.0278842682673,27.09098720062272,39.40557685365346,5,1,53.83700514424237,54.08326913195984,6
./4741106167/Task_1_5_8.json,182.54064387496348,48.75881114369193,45.63516096874087,12.189702785922982,4,2,1.0,1.0,6
./4741106167/Task_1_5_8.json,182.54064387496348,48.75881114369193,45.63516096874087,12.189702785922982,4,2,53.83700514424237,54.08326913195984,6
./4741106167/Task_1_3_6.json,161.71448046217654,34.52067073338594,53.90482682072551,11.50689024446198,3,1,1.0,1.0,4
./4741106167/Task_1_3_1.json,118.85986310252773,18.710133884348565,39.619954367509244,6.236711294782855,3,1,1.0,1.0,4
./4741106167/Task_1_3_9_secondary.json,200.8767664000718,43.05472106954703,50.21919160001795,10.763680267386757,4,0,0.0,0.0,4
./4741106167/Task_1_1_7_secondary.json,107.68432251895086,42.62043000664357,53.84216125947543,21.310215003321787,2,0,0.0,0.0,2
./4741106167/Task_1_5_6_secondary.json,458.0409408902574,67.7958524368852,76.3401568150429,11.299308739480866,6,0,0.0,0.0,6
./4741106167/Task_1_1_8.json,18.973665961010276,4.2585232172967125,18.973665961010276,4.2585232172967125,1,1,1.0,1.0,2
./4741106167/Task_1_1_10_secondary.json,38.11840419960289,1.47054563347902,19.059202099801446,0.73527281673951,2,0,0.0,0.0,2
./4741106167/Task_1_5_1_secondary.json,555.8103715661482,253.78552127362696,138.95259289153705,63.44638031840674,4,2,153.76417665247223,161.07451691686057,6
./4741106167/Task_1_5_1_secondary.json,555.8103715661482,253.78552127362696,138.95259289153705,63.44638031840674,4,2,-475.29096393724757,418.14471179246067,6
./4741106167/Task_1_5_7_secondary.json,337.4823556010705,273.3205626900621,67.4964711202141,54.66411253801242,5,1,-67.49317786074178,224.28999086004708,6
./4741106167/Task_1_1_6.json,30.59411708155671,10.783255641593925,30.59411708155671,10.783255641593925,1,1,1.0,1.0,2
./4741106167/Task_1_3_10.json,140.98425779003244,32.9559478774074,46.99475259667748,10.985315959135798,3,1,1.0,1.0,4
./4741106167/Task_1_3_2_secondary.json,190.47560558769348,15.127381486709318,63.49186852923116,5.042460495569773,3,1,1.0,1.0,4
./4741106167/Task_1_1_5_secondary.json,70.1158447825099,10.059144130128233,35.05792239125495,5.029572065064117,2,0,0.0,0.0,2
./4741106167/Task_1_3_5.json,149.58987621264788,9.805769354086642,49.86329207088263,3.2685897846955476,3,1,1.0,1.0,4
./4741106167/Task_1_1_1.json,25.079872407968907,0.914217016945372,25.079872407968907,0.914217016945372,1,1,1.0,1.0,2
./4741106167/Task_1_5_9.json,269.40710333588197,58.13567761387844,67.35177583397049,14.53391940346961,4,2,1.0,1.0,6
./4741106167/Task_1_5_9.json,269.40710333588197,58.13567761387844,67.35177583397049,14.53391940346961,4,2,-370.3649770378082,371.1091483647365,6
./4741106167/Task_1_3_8.json,231.5020022338693,36.30501826247452,77.16733407795643,12.101672754158173,3,1,1.0,1.0,4
./4741106167/Task_1_3_7_secondary.json,317.58656612145825,78.5814346232262,79.39664153036456,19.64535865580655,4,0,0.0,0.0,4
./4741106167/Task_1_1_3.json,32.38826948140329,9.033250790744319,32.38826948140329,9.033250790744319,1,1,1.0,1.0,2
./4741106167/Task_1_5_5.json,391.86266107099505,337.896456043122,78.37253221419901,67.5792912086244,5,1,-34.95298609807529,184.69434208984313,6
./4741106167/Task_1_5_2_secondary.json,304.54835316251314,212.39272318877096,60.909670632502625,42.47854463775419,5,1,81.61214035678627,150.71164520368026,6
./4741106167/Task_1_1_2_secondary.json,169.11767958085534,12.04685296596869,84.55883979042767,6.023426482984345,2,0,0.0,0.0,2
./4741106167/Task_1_3_3.json,90.26593430971329,18.91426536788164,30.08864476990443,6.304755122627213,3,1,1.0,1.0,4
./4741106167/Task_1_1_9_secondary.json,73.76784418581431,13.45180343560287,36.883922092907156,6.725901717801435,2,0,0.0,0.0,2
./4741106167/Task_1_5_10_secondary.json,359.1072528821625,166.18584188605416,71.82145057643251,33.237168377210836,5,1,-65.6178193423973,303.0659994126692,6
./4741106167/Task_1_5_3_secondary.json,467.6684724334232,199.25382859155425,77.94474540557053,33.20897143192571,6,0,0.0,0.0,6
./4741106167/Task_1_3_4.json,104.91178360633342,9.20107547240326,34.97059453544447,3.0670251574677536,3,1,1.0,1.0,4
./4741106167/Task_1_1_4_secondary.json,71.84225256561479,16.957533764863726,35.92112628280739,8.478766882431863,2,0,0.0,0.0,2
./2325724317/Task_1_1_1_secondary.json,311.2231079893315,2.769181033617599,155.61155399466574,1.3845905168087995,2,0,0.0,0.0,2
./2325724317/Task_1_5_8.json,1643.2166824204503,183.62434323690468,273.86944707007507,30.60405720615078,6,0,0.0,0.0,6
./2325724317/Task_1_1_8_secondary.json,256.3464832725464,172.88069079357683,128.1732416362732,86.44034539678842,2,0,0.0,0.0,2
./2325724317/Task_1_1_6_secondary.json,409.88072489193627,146.44825654620672,204.94036244596813,73.22412827310336,2,0,0.0,0.0,2
./2325724317/Task_1_3_8_secondary.json,694.4326147095392,293.2386158483505,173.6081536773848,73.30965396208762,4,0,0.0,0.0,4
./2325724317/Task_1_3_1.json,715.7852717086232,409.8493457193892,178.9463179271558,102.4623364298473,4,0,0.0,0.0,4
./2325724317/Task_1_1_7_secondary.json,253.82145386519065,96.81299628122673,126.91072693259532,48.406498140613365,2,0,0.0,0.0,2
./2325724317/Task_1_5_9_secondary.json,861.8316556716964,60.785049551119066,172.36633113433928,12.157009910223813,5,1,-370.3649770378082,371.1091483647365,6
./2325724317/Task_1_1_9.json,485.53125723495,135.93676542469373,242.765628617475,67.96838271234687,2,0,0.0,0.0,2
./2325724317/Task_1_1_10_secondary.json,207.41195806701725,3.091471811964695,103.70597903350863,1.5457359059823474,2,0,0.0,0.0,2
./2325724317/Task_1_3_6_secondary.json,1106.7426560978208,186.8095266336598,276.6856640244552,46.70238165841495,4,0,0.0,0.0,4
./2325724317/Task_1_5_7_secondary.json,762.067151209327,461.8589753408287,127.01119186822116,76.97649589013811,6,0,0.0,0.0,6
./2325724317/Task_1_3_4_secondary.json,939.4498307059,468.09134659533197,234.862457676475,117.02283664883299,4,0,0.0,0.0,4
./2325724317/Task_1_5_3.json,1022.372104159927,304.51090663430523,170.39535069332115,50.75181777238421,6,0,0.0,0.0,6
./2325724317/Task_1_5_2.json,921.3265879069153,293.02370059373374,184.26531758138304,58.60474011874675,5,1,1.0,1.0,6
./2325724317/Task_1_1_4.json,605.619708519362,122.43899667540391,302.809854259681,61.21949833770196,2,0,0.0,0.0,2
./2325724317/Task_1_3_10.json,615.6867947600447,355.68980998138744,153.92169869001117,88.92245249534686,4,0,0.0,0.0,4
./2325724317/Task_1_1_5_secondary.json,595.2253141388005,1.8041043069403724,297.61265706940026,0.9020521534701862,2,0,0.0,0.0,2
./2325724317/Task_1_3_5.json,1158.5189160569728,351.3723160507036,289.6297290142432,87.8430790126759,4,0,0.0,0.0,4
./2325724317/Task_1_5_4_secondary.json,989.5403520362056,310.0512542510546,164.92339200603428,51.675209041842436,6,0,0.0,0.0,6
./2325724317/Task_1_3_7_secondary.json,764.2400885664495,24.942160441036066,191.06002214161236,6.2355401102590164,4,0,0.0,0.0,4
./2325724317/Task_1_5_5.json,879.4234865664112,237.26952852265313,146.57058109440186,39.544921420442186,6,0,0.0,0.0,6
./2325724317/Task_1_5_6.json,1134.5807112428392,170.4305243675304,189.09678520713987,28.405087394588403,6,0,0.0,0.0,6
./2325724317/Task_1_3_2.json,474.7359118608983,265.8668660995156,118.68397796522457,66.4667165248789,4,0,0.0,0.0,4
./2325724317/Task_1_5_1.json,759.7556159262107,566.2510898411005,126.62593598770178,94.37518164018341,6,0,0.0,0.0,6
./2325724317/Task_1_3_3_secondary.json,672.367054436108,410.46282316441625,168.091763609027,102.61570579110406,4,0,0.0,0.0,4
./2325724317/Task_1_3_9.json,508.53324439366725,346.4287113215637,127.13331109841681,86.60717783039092,4,0,0.0,0.0,4
./2325724317/Task_1_5_10.json,1327.123236638892,134.9641485005319,221.187206106482,22.494024750088652,6,0,0.0,0.0,6
./2325724317/Task_1_1_3_secondary.json,316.0,7.489801688879496,158.0,3.744900844439748,2,0,0.0,0.0,2
./1788669402/Task_1_1_1_secondary.json,447.5829157349915,7.0341477587878245,223.79145786749575,3.5170738793939123,2,0,0.0,0.0,2
